recorded_utc,recorded_et,api_as_of_utc,ticker,category,spot,zero_gamma,call_wall,put_wall,oi_call_wall,oi_put_wall
2026-08-27T16:59:40.298290Z,12:59:40,2026-08-27T16:59:39Z,ES_SPX,gex_full,7750.76,7727.36->7727.77,7753.72->7753.46,,,
2026-08-27T16:59:40.965289Z,12:59:40,2026-08-27T16:59:40Z,NQ_NDX,gex_zero,29647.01,29533.97->29574.64,,29464.12->29564.12,,
2026-08-27T17:00:41.901832Z,13:00:41,2026-08-27T17:00:41Z,ES_SPX,gex_zero,7751.95,7728.15->7727.85,7753.46->7754.05,7713.97->7714.05,7753.97->7754.05,7728.97->7729.05
2026-08-27T17:00:42.272758Z,13:00:42,2026-08-27T17:00:41Z,ES_SPX,gex_full,7751.95,7727.77->7727.85,7753.46->7754.05,7713.97->7714.05,7763.97->7764.05,7513.97->7514.05
2026-08-27T17:00:42.638732Z,13:00:42,2026-08-27T17:00:41Z,ES_SPX,gex_one,7751.95,7711.02->7711.1,7763.97->7764.05,7688.97->7689.05,7813.97->7814.05,7713.97->7714.05
2026-08-27T17:00:43.101905Z,13:00:43,2026-08-27T17:00:41Z,NQ_NDX,gex_zero,29652.42,29574.64->29575.59,29664.12->29665.43,29564.12->29565.43,29574.12->29575.43,29364.12->29365.43
2026-08-27T17:00:43.380102Z,13:00:43,2026-08-27T17:00:43Z,NQ_NDX,gex_full,29652.44,29536.21->29537.51,29664.12->29665.43,29464.12->29465.43,29564.29->29565.59,29164.12->29165.43
2026-08-27T17:00:43.698134Z,13:00:43,2026-08-27T17:00:43Z,NQ_NDX,gex_one,29652.44,29134.12->29135.43,30064.12->30065.43,29064.12->29065.43,29564.12->29565.43,29239.12->29240.43
2026-08-27T17:01:44.321787Z,13:01:44,2026-08-27T17:01:44Z,ES_SPX,gex_full,7752.66,7727.85->7727.44,,,,
2026-08-27T17:01:45.074201Z,13:01:45,2026-08-27T17:01:44Z,NQ_NDX,gex_zero,29658.68,29575.59->29574.91,,,,
2026-08-27T17:01:45.669889Z,13:01:45,2026-08-27T17:01:45Z,NQ_NDX,gex_one,29659.72,29135.43->29690.43,,29065.43->29555.43,,
2026-08-27T17:02:46.030447Z,13:02:46,2026-08-27T17:02:45Z,ES_SPX,gex_zero,7752.67,7727.85->7728.54,,,,
2026-08-27T17:02:46.367456Z,13:02:46,2026-08-27T17:02:45Z,ES_SPX,gex_full,7752.67,7727.44->7728.22,,,,
2026-08-27T17:02:46.981940Z,13:02:46,2026-08-27T17:02:46Z,NQ_NDX,gex_zero,29663.41,29574.91->29533.06,,29565.43->29465.43,,29365.43->29345.43
2026-08-27T17:02:47.266614Z,13:02:47,2026-08-27T17:02:46Z,NQ_NDX,gex_full,29663.41,29537.51->29572.2,,,,
2026-08-27T17:02:47.582082Z,13:02:47,2026-08-27T17:02:46Z,NQ_NDX,gex_one,29663.41,,,29555.43->29365.43,,
2026-08-27T17:03:47.917149Z,13:03:47,2026-08-27T17:03:46Z,ES_SPX,gex_zero,7752.51,7728.54->7727.85,,,,
2026-08-27T17:03:48.322457Z,13:03:48,2026-08-27T17:03:48Z,ES_SPX,gex_full,7752.48,7728.22->7727.85,,,,
2026-08-27T17:03:48.894500Z,13:03:48,2026-08-27T17:03:47Z,NQ_NDX,gex_zero,29660.75,29533.06->29575.94,,29465.43->29565.43,,
2026-08-27T17:03:49.117098Z,13:03:49,2026-08-27T17:03:47Z,NQ_NDX,gex_full,29660.75,29572.2->29534.94,,,29565.59->29340.43,
2026-08-27T17:04:49.839750Z,13:04:49,2026-08-27T17:04:49Z,ES_SPX,gex_zero,7752.32,7727.85->7728.54,,,,
2026-08-27T17:04:50.183053Z,13:04:50,2026-08-27T17:04:49Z,ES_SPX,gex_full,7752.32,7727.85->7728.54,,,,
2026-08-27T17:04:50.754019Z,13:04:50,2026-08-27T17:04:50Z,NQ_NDX,gex_zero,29664.53,29575.94->29590.93,,,,
2026-08-27T17:05:51.635958Z,13:05:51,2026-08-27T17:05:50Z,ES_SPX,gex_zero,7751.22,7728.54->7729.05,,,,
2026-08-27T17:05:51.976160Z,13:05:51,2026-08-27T17:05:50Z,ES_SPX,gex_full,7751.22,7728.54->7728.79,,,,
2026-08-27T17:05:52.221752Z,13:05:52,2026-08-27T17:05:52Z,ES_SPX,gex_one,7751.08,7711.1->7724.05,,,,
2026-08-27T17:05:52.555961Z,13:05:52,2026-08-27T17:05:52Z,NQ_NDX,gex_zero,29657.71,29590.93->29575.94,,,,
2026-08-27T17:06:53.350700Z,13:06:53,2026-08-27T17:06:52Z,ES_SPX,gex_zero,7749.74,7729.05->7728.97,7754.05->7753.79,,,
2026-08-27T17:06:53.619881Z,13:06:53,2026-08-27T17:06:52Z,ES_SPX,gex_full,7749.74,,7754.05->7753.79,,,
2026-08-27T17:06:54.186814Z,13:06:54,2026-08-27T17:06:53Z,NQ_NDX,gex_zero,29651.43,,,,,29345.43->29365.43
2026-08-27T17:06:54.731375Z,13:06:54,2026-08-27T17:06:54Z,NQ_NDX,gex_one,29651.12,29690.43->29135.43,,29365.43->29065.43,,
2026-08-27T17:07:55.081101Z,13:07:55,2026-08-27T17:07:55Z,ES_SPX,gex_zero,7750.23,7728.97->7728.79,,,,
2026-08-27T17:07:55.412021Z,13:07:55,2026-08-27T17:07:55Z,ES_SPX,gex_full,7750.23,7728.79->7728.54,,,,
2026-08-27T17:07:55.740621Z,13:07:55,2026-08-27T17:07:55Z,ES_SPX,gex_one,7750.23,7724.05->7724.56,,7689.05->7654.05,,
2026-08-27T17:07:56.008169Z,13:07:56,2026-08-27T17:07:55Z,NQ_NDX,gex_zero,29653.62,29575.94->29533.8,,29565.43->29465.43,,
2026-08-27T17:07:56.319853Z,13:07:56,2026-08-27T17:07:55Z,NQ_NDX,gex_full,29653.62,,,,29340.43->29565.43,
2026-08-27T17:08:56.908008Z,13:08:56,2026-08-27T17:08:56Z,ES_SPX,gex_zero,7753.39,7728.79->7728.54,7753.79->7754.05,,,
2026-08-27T17:08:57.644451Z,13:08:57,2026-08-27T17:09:00Z,ES_SPX,gex_full,7753.4,7728.54->7728.22,7753.79->7754.05,,,
2026-08-27T17:09:01.374368Z,13:09:01,2026-08-27T17:09:01Z,ES_SPX,gex_one,7753.05,7724.56->7724.3,,,,
2026-08-27T17:09:01.622488Z,13:09:01,2026-08-27T17:09:02Z,NQ_NDX,gex_zero,29661.58,29533.8->29540.68,,,,
2026-08-27T17:09:05.398746Z,13:09:05,2026-08-27T17:09:04Z,NQ_NDX,gex_full,29661.22,29534.94->29534.44,,,,
2026-08-27T17:09:05.636946Z,13:09:05,2026-08-27T17:09:05Z,NQ_NDX,gex_one,29661.2,29135.43->29940.43,,29065.43->29365.43,,
2026-08-27T17:10:05.926801Z,13:10:05,2026-08-27T17:10:04Z,ES_SPX,gex_zero,7754.27,7728.54->7728.22,,,,
2026-08-27T17:10:06.863692Z,13:10:06,2026-08-27T17:10:06Z,NQ_NDX,gex_zero,29668.1,29540.68->29590.93,,,,
2026-08-27T17:11:07.800820Z,13:11:07,2026-08-27T17:11:06Z,ES_SPX,gex_zero,7754.44,7728.22->7728.54,,,,
2026-08-27T17:11:08.391633Z,13:11:08,2026-08-27T17:11:08Z,ES_SPX,gex_one,7754.46,7724.3->7723.97,,,,
2026-08-27T17:11:08.740530Z,13:11:08,2026-08-27T17:11:08Z,NQ_NDX,gex_zero,29671.51,29590.93->29575.43,,,,
2026-08-27T17:11:09.306142Z,13:11:09,2026-08-27T17:11:08Z,NQ_NDX,gex_one,29671.51,,,,,29240.43->29240.34
2026-08-27T17:12:10.592476Z,13:12:10,2026-08-27T17:12:09Z,NQ_NDX,gex_zero,29670.44,29575.43->29575.59,,,,
2026-08-27T17:13:11.529000Z,13:13:11,2026-08-27T17:13:11Z,ES_SPX,gex_zero,7754.68,7728.54->7730.66,,,,
2026-08-27T17:13:11.908286Z,13:13:11,2026-08-27T17:13:11Z,ES_SPX,gex_full,7754.68,7728.22->7730.25,,,,
2026-08-27T17:13:12.147232Z,13:13:12,2026-08-27T17:13:11Z,ES_SPX,gex_one,7754.68,7723.97->7724.05,,,,
2026-08-27T17:13:12.738661Z,13:13:12,2026-08-27T17:13:12Z,NQ_NDX,gex_full,29672.93,29534.44->29541.61,,,,
2026-08-27T17:14:13.405174Z,13:14:13,2026-08-27T17:14:13Z,ES_SPX,gex_zero,7753.1,7730.66->7729.56,,,,
2026-08-27T17:14:13.755620Z,13:14:13,2026-08-27T17:14:13Z,ES_SPX,gex_full,7753.1,7730.25->7729.3,,,,
2026-08-27T17:14:14.510418Z,13:14:14,2026-08-27T17:14:13Z,NQ_NDX,gex_zero,29667.13,,,29465.43->29565.43,,
2026-08-27T17:14:14.786767Z,13:14:14,2026-08-27T17:14:13Z,NQ_NDX,gex_full,29667.13,29541.61->29533.8,,,29565.43->29340.43,
2026-08-27T17:15:15.364079Z,13:15:15,2026-08-27T17:15:14Z,ES_SPX,gex_zero,7753.66,7729.56->7727.37,7754.05->7753.98,7714.05->7713.98,7754.05->7753.98,7729.05->7728.98
2026-08-27T17:15:15.728405Z,13:15:15,2026-08-27T17:15:14Z,ES_SPX,gex_full,7753.66,7729.3->7726.93,7754.05->7753.98,7714.05->7713.98,7764.05->7763.98,7514.05->7513.98
2026-08-27T17:15:16.150064Z,13:15:16,2026-08-27T17:15:15Z,ES_SPX,gex_one,7753.64,7724.05->7723.9,7764.05->7763.98,7654.05->7653.98,7814.05->7813.98,7714.05->7713.98
2026-08-27T17:15:16.386429Z,13:15:16,2026-08-27T17:15:15Z,NQ_NDX,gex_zero,29671.04,29575.59->29575.63,29665.43->29665.63,29565.43->29465.63,29575.43->29575.63,29365.43->29365.63
2026-08-27T17:15:16.665825Z,13:15:16,2026-08-27T17:15:16Z,NQ_NDX,gex_full,29671.33,29533.8->29534.01,29665.43->29665.63,29465.43->29465.63,29340.43->29340.63,29165.43->29165.63
2026-08-27T17:15:16.925591Z,13:15:16,2026-08-27T17:15:16Z,NQ_NDX,gex_one,29671.33,29940.43->29940.63,30065.43->30065.63,29365.43->29365.63,29565.43->29565.63,29240.34->29240.55
2026-08-27T17:16:17.237925Z,13:16:17,2026-08-27T17:16:16Z,ES_SPX,gex_zero,7753.49,7727.37->7728.47,,,,
2026-08-27T17:16:17.836911Z,13:16:17,2026-08-27T17:16:18Z,ES_SPX,gex_full,7753.39,7726.93->7728.47,,,,
2026-08-27T17:16:20.051729Z,13:16:20,2026-08-27T17:16:22Z,NQ_NDX,gex_full,29668.42,29534.01->29573.97,,,,
2026-08-27T17:17:25.815082Z,13:17:25,2026-08-27T17:17:24Z,ES_SPX,gex_zero,7752.86,7728.47->7728.73,,,,
2026-08-27T17:17:26.486376Z,13:17:26,2026-08-27T17:17:26Z,ES_SPX,gex_one,7752.98,7723.9->7723.73,,,,
2026-08-27T17:17:26.834927Z,13:17:26,2026-08-27T17:17:26Z,NQ_NDX,gex_zero,29666.81,,,29465.63->29565.63,,
2026-08-27T17:17:27.157350Z,13:17:27,2026-08-27T17:17:26Z,NQ_NDX,gex_full,29666.81,29573.97->29534.01,,,,
2026-08-27T17:18:28.389253Z,13:18:28,2026-08-27T17:18:27Z,ES_SPX,gex_one,7752.28,7723.73->7724.49,,,,
2026-08-27T17:18:28.719024Z,13:18:28,2026-08-27T17:18:28Z,NQ_NDX,gex_zero,29660.3,29575.63->29576.65,,,,
2026-08-27T17:18:29.124800Z,13:18:29,2026-08-27T17:18:28Z,NQ_NDX,gex_full,29660.3,29534.01->29541.44,,,,
2026-08-27T17:19:29.820913Z,13:19:29,2026-08-27T17:19:29Z,ES_SPX,gex_zero,7753.5,7728.73->7727.37,,,,
2026-08-27T17:19:30.112831Z,13:19:30,2026-08-27T17:19:29Z,ES_SPX,gex_full,7753.5,7728.47->7726.93,,,,
2026-08-27T17:19:30.707105Z,13:19:30,2026-08-27T17:19:30Z,NQ_NDX,gex_zero,29667.08,29576.65->29588.61,,,,
2026-08-27T17:20:31.607317Z,13:20:31,2026-08-27T17:20:30Z,ES_SPX,gex_zero,7753.07,7727.37->7728.15,,,,
2026-08-27T17:20:31.969942Z,13:20:31,2026-08-27T17:20:32Z,ES_SPX,gex_full,7752.98,7726.93->7727.78,,,,
2026-08-27T17:21:33.407276Z,13:21:33,2026-08-27T17:21:33Z,ES_SPX,gex_zero,7752.7,7728.15->7728.73,,,,
2026-08-27T17:21:33.794417Z,13:21:33,2026-08-27T17:21:33Z,ES_SPX,gex_full,7752.7,7727.78->7728.47,,,,
2026-08-27T17:22:35.220180Z,13:22:35,2026-08-27T17:22:34Z,ES_SPX,gex_zero,7753.01,7728.73->7730.18,,,,
2026-08-27T17:22:35.578635Z,13:22:35,2026-08-27T17:22:34Z,ES_SPX,gex_full,7753.01,7728.47->7729.81,,,7763.98->7753.98,
2026-08-27T17:22:35.839429Z,13:22:35,2026-08-27T17:22:34Z,ES_SPX,gex_one,7753.01,7724.49->7724.81,,,,
2026-08-27T17:22:36.503989Z,13:22:36,2026-08-27T17:22:36Z,NQ_NDX,gex_full,29666.38,29541.44->29535.14,,,,
2026-08-27T17:23:37.117282Z,13:23:37,2026-08-27T17:23:36Z,ES_SPX,gex_zero,7753.38,7730.18->7728.47,,,,
2026-08-27T17:23:37.439301Z,13:23:37,2026-08-27T17:23:36Z,ES_SPX,gex_full,7753.38,7729.81->7728.15,,,7753.98->7763.98,
2026-08-27T17:23:38.210039Z,13:23:38,2026-08-27T17:23:38Z,NQ_NDX,gex_full,29670.82,29535.14->29592.65,,29465.63->29590.63,,
2026-08-27T17:24:38.812145Z,13:24:38,2026-08-27T17:24:38Z,ES_SPX,gex_zero,7754.01,7728.47->7728.73,,,,
2026-08-27T17:24:39.188412Z,13:24:39,2026-08-27T17:24:38Z,ES_SPX,gex_full,7754.01,7728.15->7728.47,,,,
2026-08-27T17:24:39.447318Z,13:24:39,2026-08-27T17:24:38Z,ES_SPX,gex_one,7754.01,7724.81->7711.93,,,,
2026-08-27T17:25:17.410877Z,13:25:17,2026-08-27T17:25:16Z,ES_SPX,gex_zero,7752.74,7728.73->7729.06,,,,
2026-08-27T17:25:40.931409Z,13:25:40,2026-08-27T17:25:40Z,ES_SPX,gex_zero,7752.11,7729.06->7730.18,,,,
2026-08-27T17:25:41.304330Z,13:25:41,2026-08-27T17:25:40Z,ES_SPX,gex_full,7752.11,7728.47->7729.81,,,7763.98->7753.98,
2026-08-27T17:25:41.634665Z,13:25:41,2026-08-27T17:25:41Z,ES_SPX,gex_one,7752.17,7711.93->7712.37,,,,
2026-08-27T17:26:42.823642Z,13:26:42,2026-08-27T17:26:42Z,ES_SPX,gex_zero,7751.1,7730.18->7729.24,,,,
2026-08-27T17:26:43.221730Z,13:26:43,2026-08-27T17:26:42Z,ES_SPX,gex_full,7751.1,7729.81->7729.06,,,,
2026-08-27T17:26:43.519972Z,13:26:43,2026-08-27T17:26:42Z,ES_SPX,gex_one,7751.1,7712.37->7724.49,,,,
2026-08-27T17:26:43.779412Z,13:26:43,2026-08-27T17:26:43Z,NQ_NDX,gex_zero,29652.46,29588.61->29578.04,,,,
2026-08-27T17:26:44.136622Z,13:26:44,2026-08-27T17:26:43Z,NQ_NDX,gex_full,29652.46,29592.65->29576.65,,29590.63->29565.63,,
2026-08-27T17:27:44.768927Z,13:27:44,2026-08-27T17:27:45Z,ES_SPX,gex_zero,7750.19,7729.24->7729.06,,,,
2026-08-27T17:27:45.102768Z,13:27:45,2026-08-27T17:27:45Z,ES_SPX,gex_full,7750.19,7729.06->7728.73,,,,
2026-08-27T17:27:45.450246Z,13:27:45,2026-08-27T17:27:45Z,ES_SPX,gex_one,7750.19,7724.49->7723.47,,,,
2026-08-27T17:27:46.030274Z,13:27:46,2026-08-27T17:27:46Z,NQ_NDX,gex_full,29643.54,29576.65->29577.3,,,,
2026-08-27T17:28:46.687385Z,13:28:46,2026-08-27T17:28:46Z,ES_SPX,gex_zero,7750.57,7729.06->7728.15,,,,
2026-08-27T17:28:46.994679Z,13:28:46,2026-08-27T17:28:46Z,ES_SPX,gex_full,7750.57,7728.73->7727.78,,,,
2026-08-27T17:28:47.319319Z,13:28:47,2026-08-27T17:28:46Z,ES_SPX,gex_one,7750.57,7723.47->7712.78,,,,
2026-08-27T17:28:47.561055Z,13:28:47,2026-08-27T17:28:47Z,NQ_NDX,gex_zero,29646.97,29578.04->29587.71,,,,
2026-08-27T17:29:48.489644Z,13:29:48,2026-08-27T17:29:47Z,ES_SPX,gex_zero,7748.94,7728.15->7730.59,,,,
2026-08-27T17:29:48.829589Z,13:29:48,2026-08-27T17:29:47Z,ES_SPX,gex_full,7748.94,7727.78->7730.18,,,,
2026-08-27T17:29:49.119165Z,13:29:49,2026-08-27T17:29:49Z,ES_SPX,gex_one,7748.9,7712.78->7725.18,,,,
2026-08-27T17:29:49.774711Z,13:29:49,2026-08-27T17:29:49Z,NQ_NDX,gex_full,29640.5,29577.3->29578.04,,,,
2026-08-27T17:30:50.365166Z,13:30:50,2026-08-27T17:30:50Z,ES_SPX,gex_zero,7750.22,7730.59->7727.74,7753.98->7753.94,7713.98->7713.94,7753.98->7753.94,7728.98->7728.94
2026-08-27T17:30:50.812924Z,13:30:50,2026-08-27T17:30:52Z,ES_SPX,gex_full,7750.14,7730.18->7728.85,7753.98->7753.94,7713.98->7713.94,7753.98->7753.94,7513.98->7513.94
2026-08-27T17:30:52.949287Z,13:30:52,2026-08-27T17:30:52Z,ES_SPX,gex_one,7750.14,7725.18->7713.11,7763.98->7763.94,7653.98->7653.94,7813.98->7813.94,7713.98->7713.94
2026-08-27T17:30:53.300906Z,13:30:53,2026-08-27T17:30:52Z,NQ_NDX,gex_zero,29644.96,29587.71->29580.21,29665.63->29665.18,29565.63->29565.18,29575.63->29575.18,29365.63->29365.18
2026-08-27T17:30:53.619166Z,13:30:53,2026-08-27T17:30:53Z,NQ_NDX,gex_full,29645.57,29578.04->29578.43,29665.63->29665.18,29565.63->29565.18,29340.63->29340.18,29165.63->29165.18
2026-08-27T17:30:53.889002Z,13:30:53,2026-08-27T17:30:53Z,NQ_NDX,gex_one,29645.57,29940.63->29940.18,30065.63->30065.18,29365.63->29365.18,29565.63->29565.18,29240.55->29240.1
2026-08-27T17:31:54.712408Z,13:31:54,2026-08-27T17:31:54Z,ES_SPX,gex_zero,7749.46,7727.74->7729.76,,,,
2026-08-27T17:31:55.090516Z,13:31:55,2026-08-27T17:31:54Z,ES_SPX,gex_full,7749.46,7728.85->7729.45,,,,
2026-08-27T17:31:55.416172Z,13:31:55,2026-08-27T17:31:54Z,ES_SPX,gex_one,7749.46,7713.11->7713.43,,,,
2026-08-27T17:31:56.040750Z,13:31:56,2026-08-27T17:31:55Z,NQ_NDX,gex_full,29640.44,,,,29340.18->29565.18,
2026-08-27T17:32:56.650055Z,13:32:56,2026-08-27T17:32:56Z,ES_SPX,gex_zero,7751.86,7729.76->7728.11,,,,
2026-08-27T17:32:57.006429Z,13:32:57,2026-08-27T17:32:56Z,ES_SPX,gex_full,7751.86,7729.45->7728.11,,,,
2026-08-27T17:32:57.356006Z,13:32:57,2026-08-27T17:32:56Z,ES_SPX,gex_one,7751.86,7713.43->7725.14,,,,
2026-08-27T17:32:57.599703Z,13:32:57,2026-08-27T17:32:57Z,NQ_NDX,gex_zero,29654.72,29580.21->29579.31,,,29575.18->29665.18,
2026-08-27T17:32:57.949040Z,13:32:57,2026-08-27T17:32:57Z,NQ_NDX,gex_full,29654.72,29578.43->29592.21,,29565.18->29590.18,,
2026-08-27T17:33:58.572256Z,13:33:58,2026-08-27T17:33:57Z,ES_SPX,gex_zero,7751.84,7728.11->7729.45,,,,
2026-08-27T17:33:58.902984Z,13:33:58,2026-08-27T17:33:57Z,ES_SPX,gex_full,7751.84,7728.11->7729.02,,,,
2026-08-27T17:33:59.242692Z,13:33:59,2026-08-27T17:33:59Z,ES_SPX,gex_one,7751.6,7725.14->7712.74,,,,
2026-08-27T17:33:59.515497Z,13:33:59,2026-08-27T17:33:58Z,NQ_NDX,gex_zero,29654.76,29579.31->29578.43,,,,
2026-08-27T17:35:00.394109Z,13:35:00,2026-08-27T17:34:59Z,ES_SPX,gex_zero,7749.34,7729.45->7731.44,,,,
2026-08-27T17:35:00.805332Z,13:35:00,2026-08-27T17:35:01Z,ES_SPX,gex_full,7749.42,7729.02->7730.99,,,,
2026-08-27T17:35:01.090509Z,13:35:01,2026-08-27T17:35:01Z,ES_SPX,gex_one,7749.42,7712.74->7713.43,,,,
2026-08-27T17:35:01.722998Z,13:35:01,2026-08-27T17:35:02Z,NQ_NDX,gex_full,29640.9,29592.21->29576.85,,29590.18->29565.18,,
2026-08-27T17:36:02.329970Z,13:36:02,2026-08-27T17:36:02Z,ES_SPX,gex_zero,7750.45,7731.44->7729.76,,,,
2026-08-27T17:36:02.722516Z,13:36:02,2026-08-27T17:36:02Z,ES_SPX,gex_full,7750.45,7730.99->7729.45,,,,
2026-08-27T17:36:03.055506Z,13:36:03,2026-08-27T17:36:02Z,ES_SPX,gex_one,7750.45,7713.43->7725.14,,,,
2026-08-27T17:36:03.334059Z,13:36:03,2026-08-27T17:36:02Z,NQ_NDX,gex_zero,29645.57,29578.43->29586.83,,,29665.18->29575.18,
2026-08-27T17:36:03.651092Z,13:36:03,2026-08-27T17:36:02Z,NQ_NDX,gex_full,29645.57,29576.85->29573.53,,,29565.18->29565.69,
2026-08-27T17:37:04.298961Z,13:37:04,2026-08-27T17:37:03Z,ES_SPX,gex_zero,7750.6,7729.76->7730.99,,,,
2026-08-27T17:37:04.763907Z,13:37:04,2026-08-27T17:37:05Z,ES_SPX,gex_full,7750.79,7729.45->7730.99,,,,
2026-08-27T17:37:05.121202Z,13:37:05,2026-08-27T17:37:05Z,ES_SPX,gex_one,7750.79,7725.14->7712.74,,,,
2026-08-27T17:37:05.468560Z,13:37:05,2026-08-27T17:37:05Z,NQ_NDX,gex_zero,29646.52,29586.83->29577.6,,,,
2026-08-27T17:37:05.811594Z,13:37:05,2026-08-27T17:37:05Z,NQ_NDX,gex_full,29646.52,29573.53->29576.21,,,29565.69->29565.35,
2026-08-27T17:38:06.659983Z,13:38:06,2026-08-27T17:38:05Z,ES_SPX,gex_zero,7750.13,7730.99->7729.19,,,,
2026-08-27T17:38:07.008391Z,13:38:07,2026-08-27T17:38:07Z,ES_SPX,gex_full,7750.01,7730.99->7728.85,,,,
2026-08-27T17:38:07.444787Z,13:38:07,2026-08-27T17:38:07Z,ES_SPX,gex_one,7750.01,7712.74->7725.14,,,,
2026-08-27T17:38:07.745157Z,13:38:07,2026-08-27T17:38:06Z,NQ_NDX,gex_zero,29642.03,29577.6->29591.77,,,,
2026-08-27T17:39:08.747560Z,13:39:08,2026-08-27T17:39:08Z,ES_SPX,gex_zero,7749.18,7729.19->7731.44,,,,
2026-08-27T17:39:09.119401Z,13:39:09,2026-08-27T17:39:08Z,ES_SPX,gex_full,7749.18,7728.85->7730.99,,,,
2026-08-27T17:39:09.388072Z,13:39:09,2026-08-27T17:39:09Z,ES_SPX,gex_one,7749.31,7725.14->7722.74,,,,7713.94->7663.94
2026-08-27T17:40:10.707225Z,13:40:10,2026-08-27T17:40:10Z,ES_SPX,gex_zero,7749.11,7731.44->7733.85,,7713.94->7723.94,,
2026-08-27T17:40:11.061049Z,13:40:11,2026-08-27T17:40:10Z,ES_SPX,gex_full,7749.11,7730.99->7733.43,,7713.94->7723.94,,
2026-08-27T17:40:11.310830Z,13:40:11,2026-08-27T17:40:10Z,ES_SPX,gex_one,7749.11,7722.74->7725.14,,,,
2026-08-27T17:40:11.676960Z,13:40:11,2026-08-27T17:40:12Z,NQ_NDX,gex_zero,29633.48,29591.77->29577.6,,,,
2026-08-27T17:40:12.116558Z,13:40:12,2026-08-27T17:40:12Z,NQ_NDX,gex_full,29633.48,29576.21->29592.21,,29565.18->29590.18,,
2026-08-27T17:41:12.771634Z,13:41:12,2026-08-27T17:41:12Z,ES_SPX,gex_zero,7749.81,7733.85->7731.44,,7723.94->7713.94,,
2026-08-27T17:41:13.090689Z,13:41:13,2026-08-27T17:41:12Z,ES_SPX,gex_full,7749.81,7733.43->7731.44,,7723.94->7713.94,,
2026-08-27T17:41:14.158661Z,13:41:14,2026-08-27T17:41:13Z,NQ_NDX,gex_full,29640.43,29592.21->29586.42,,29590.18->29565.18,,
2026-08-27T17:42:14.726045Z,13:42:14,2026-08-27T17:42:14Z,ES_SPX,gex_zero,7750.11,7731.44->7730.99,,,,
2026-08-27T17:42:15.010966Z,13:42:15,2026-08-27T17:42:14Z,ES_SPX,gex_full,7750.11,7731.44->7730.55,,,,
2026-08-27T17:42:16.203808Z,13:42:16,2026-08-27T17:42:16Z,NQ_NDX,gex_full,29640.88,29586.42->29592.21,,29565.18->29590.18,,
2026-08-27T17:43:16.839475Z,13:43:16,2026-08-27T17:43:15Z,ES_SPX,gex_zero,7750.4,7730.99->7730.14,,,,
2026-08-27T17:43:17.226924Z,13:43:17,2026-08-27T17:43:17Z,ES_SPX,gex_full,7750.33,7730.55->7729.76,,,,
2026-08-27T17:43:17.547851Z,13:43:17,2026-08-27T17:43:17Z,ES_SPX,gex_one,7750.33,,,,,7663.94->7713.94
2026-08-27T17:44:18.720566Z,13:44:18,2026-08-27T17:44:18Z,ES_SPX,gex_zero,7751.19,7730.14->7734.02,,,,
2026-08-27T17:44:19.086920Z,13:44:19,2026-08-27T17:44:18Z,ES_SPX,gex_full,7751.19,7729.76->7733.85,,,,
2026-08-27T17:44:19.312432Z,13:44:19,2026-08-27T17:44:18Z,ES_SPX,gex_one,7751.19,7725.14->7722.74,,,,
2026-08-27T17:44:19.631886Z,13:44:19,2026-08-27T17:44:18Z,NQ_NDX,gex_zero,29649.13,29577.6->29576.21,,,,
2026-08-27T17:45:20.543375Z,13:45:20,2026-08-27T17:45:20Z,ES_SPX,gex_zero,7748.34,7734.02->7732.65,7753.94->7753.85,7713.94->7713.85,7753.94->7753.85,7728.94->7728.85
2026-08-27T17:45:20.934684Z,13:45:20,2026-08-27T17:45:20Z,ES_SPX,gex_full,7748.34,7733.85->7732.24,7753.94->7753.85,7713.94->7713.85,7753.94->7753.85,7513.94->7513.85
2026-08-27T17:45:21.286732Z,13:45:21,2026-08-27T17:45:20Z,ES_SPX,gex_one,7748.34,7722.74->7724.11,7763.94->7763.85,7653.94->7653.85,7813.94->7813.85,7713.94->7663.85
2026-08-27T17:45:21.571469Z,13:45:21,2026-08-27T17:45:21Z,NQ_NDX,gex_zero,29634.11,29576.21->29575.71,29665.18->29664.05,29565.18->29564.05,29575.18->29574.05,29365.18->29364.05
2026-08-27T17:45:21.875012Z,13:45:21,2026-08-27T17:45:21Z,NQ_NDX,gex_full,29634.11,29592.21->29575.07,29665.18->29664.05,29590.18->29564.05,29565.35->29339.05,29165.18->29164.05
2026-08-27T17:45:22.161886Z,13:45:22,2026-08-27T17:45:21Z,NQ_NDX,gex_one,29634.11,29940.18->29939.05,30065.18->30064.05,29365.18->29364.05,29565.18->29564.05,29240.1->29238.96
2026-08-27T17:46:22.573848Z,13:46:22,2026-08-27T17:46:22Z,ES_SPX,gex_zero,7746.77,7732.65->7730.9,,,,
2026-08-27T17:46:22.880405Z,13:46:22,2026-08-27T17:46:22Z,ES_SPX,gex_full,7746.77,7732.24->7730.9,,,,
2026-08-27T17:46:23.155467Z,13:46:23,2026-08-27T17:46:22Z,ES_SPX,gex_one,7746.77,7724.11->7713.77,,,,7663.85->7713.85
2026-08-27T17:46:23.431469Z,13:46:23,2026-08-27T17:46:22Z,NQ_NDX,gex_zero,29625.59,29575.71->29576.46,,,,
2026-08-27T17:46:23.743907Z,13:46:23,2026-08-27T17:46:22Z,NQ_NDX,gex_full,29625.59,29575.07->29575.71,,,29339.05->29564.21,
