source,line,utc,et,event,campaign_id,action,policy,reason,waypoint,phase,pos_before,price,evidence_kind,evidence_side,evidence_range,ts_utc,mono_us,simulated_position_quantity,live_position_quantity,active_risk_anchor,active_risk_anchor_evidence_id,root_risk_anchor,root_risk_anchor_evidence_id,armed_waypoint_id,suppress_adds_until,execution_attempt_count,max_retry,retries_remaining,execution_pause_reason,execution_paused_at,execution_accepted,execution_shadow,execution_order_id,execution_message,kind,mid_price,band_side,band_state,band_min,band_max,band_score,candidate_side,candidate_min,candidate_max,candidate_score
kahn,11227,2026-08-27T18:28:25.125936Z,14:28:25,policy_decision,es-2026-08-27-short-upper-supply-vwap-7754-7756,SuppressAdd,path_stress,mature_path_adds_suppressed,pathstress-7728-7731,BuildTrial,2,7725.875,PriceTouch,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kahn,11228,2026-08-27T18:28:25.127566Z,14:28:25,campaign_state,es-2026-08-27-short-upper-supply-vwap-7754-7756,,,,,BuildTrial,,,,,,2026-08-27T18:28:25.1275662Z,7233692811,2,2,"{'lower': 7743.75, 'upper': 7747.25}",live-ll-37-RailOwned-639234504886562358,"{'lower': 7751.25, 'upper': 7751.5}",live-ll-28-RailHeld-639234491436131978,,2026-08-27T18:30:25.1249986+00:00,1,3,2,,,True,False,,state-only decision,,,,,,,,,,,
kahn,11230,2026-08-27T18:28:30.377577Z,14:28:30,policy_decision,es-2026-08-27-short-upper-supply-vwap-7754-7756,SuppressAdd,path_stress,mature_path_adds_suppressed,pathstress-7728-7731,BuildTrial,2,7725.875,PriceTouch,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kahn,11231,2026-08-27T18:28:30.378436Z,14:28:30,campaign_state,es-2026-08-27-short-upper-supply-vwap-7754-7756,,,,,BuildTrial,,,,,,2026-08-27T18:28:30.3784365Z,7238943442,2,2,"{'lower': 7743.75, 'upper': 7747.25}",live-ll-37-RailOwned-639234504886562358,"{'lower': 7751.25, 'upper': 7751.5}",live-ll-28-RailHeld-639234491436131978,,2026-08-27T18:30:30.3655649+00:00,1,3,2,,,True,False,,state-only decision,,,,,,,,,,,
kahn,11233,2026-08-27T18:28:35.368769Z,14:28:35,policy_decision,es-2026-08-27-short-upper-supply-vwap-7754-7756,SuppressAdd,path_stress,mature_path_adds_suppressed,pathstress-7728-7731,BuildTrial,2,7726.125,PriceTouch,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kahn,11234,2026-08-27T18:28:35.369590Z,14:28:35,campaign_state,es-2026-08-27-short-upper-supply-vwap-7754-7756,,,,,BuildTrial,,,,,,2026-08-27T18:28:35.3695909Z,7243934425,2,2,"{'lower': 7743.75, 'upper': 7747.25}",live-ll-37-RailOwned-639234504886562358,"{'lower': 7751.25, 'upper': 7751.5}",live-ll-28-RailHeld-639234491436131978,,2026-08-27T18:30:35.3665132+00:00,1,3,2,,,True,False,,state-only decision,,,,,,,,,,,
kahn,11237,2026-08-27T18:28:40.370567Z,14:28:40,policy_decision,es-2026-08-27-short-upper-supply-vwap-7754-7756,SuppressAdd,path_stress,mature_path_adds_suppressed,pathstress-7728-7731,BuildTrial,2,7726.875,PriceTouch,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kahn,11238,2026-08-27T18:28:40.371247Z,14:28:40,campaign_state,es-2026-08-27-short-upper-supply-vwap-7754-7756,,,,,BuildTrial,,,,,,2026-08-27T18:28:40.3712479Z,7248935910,2,2,"{'lower': 7743.75, 'upper': 7747.25}",live-ll-37-RailOwned-639234504886562358,"{'lower': 7751.25, 'upper': 7751.5}",live-ll-28-RailHeld-639234491436131978,,2026-08-27T18:30:40.3698610+00:00,1,3,2,,,True,False,,state-only decision,,,,,,,,,,,
kahn,11240,2026-08-27T18:28:45.380836Z,14:28:45,policy_decision,es-2026-08-27-short-upper-supply-vwap-7754-7756,SuppressAdd,path_stress,mature_path_adds_suppressed,pathstress-7728-7731,BuildTrial,2,7726.625,PriceTouch,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kahn,11241,2026-08-27T18:28:45.386744Z,14:28:45,campaign_state,es-2026-08-27-short-upper-supply-vwap-7754-7756,,,,,BuildTrial,,,,,,2026-08-27T18:28:45.3867443Z,7253951241,2,2,"{'lower': 7743.75, 'upper': 7747.25}",live-ll-37-RailOwned-639234504886562358,"{'lower': 7751.25, 'upper': 7751.5}",live-ll-28-RailHeld-639234491436131978,,2026-08-27T18:30:45.3716865+00:00,1,3,2,,,True,False,,state-only decision,,,,,,,,,,,
kahn,11244,2026-08-27T18:28:50.387972Z,14:28:50,policy_decision,es-2026-08-27-short-upper-supply-vwap-7754-7756,SuppressAdd,path_stress,mature_path_adds_suppressed,pathstress-7728-7731,BuildTrial,2,7726.375,PriceTouch,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kahn,11245,2026-08-27T18:28:50.388691Z,14:28:50,campaign_state,es-2026-08-27-short-upper-supply-vwap-7754-7756,,,,,BuildTrial,,,,,,2026-08-27T18:28:50.3886917Z,7258953009,2,2,"{'lower': 7743.75, 'upper': 7747.25}",live-ll-37-RailOwned-639234504886562358,"{'lower': 7751.25, 'upper': 7751.5}",live-ll-28-RailHeld-639234491436131978,,2026-08-27T18:30:50.3767530+00:00,1,3,2,,,True,False,,state-only decision,,,,,,,,,,,
kahn,11248,2026-08-27T18:28:55.644611Z,14:28:55,policy_decision,es-2026-08-27-short-upper-supply-vwap-7754-7756,SuppressAdd,path_stress,mature_path_adds_suppressed,pathstress-7728-7731,BuildTrial,2,7726.625,PriceTouch,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kahn,11249,2026-08-27T18:28:55.645114Z,14:28:55,campaign_state,es-2026-08-27-short-upper-supply-vwap-7754-7756,,,,,BuildTrial,,,,,,2026-08-27T18:28:55.6451145Z,7264209250,2,2,"{'lower': 7743.75, 'upper': 7747.25}",live-ll-37-RailOwned-639234504886562358,"{'lower': 7751.25, 'upper': 7751.5}",live-ll-28-RailHeld-639234491436131978,,2026-08-27T18:30:55.6377233+00:00,1,3,2,,,True,False,,state-only decision,,,,,,,,,,,
kahn,11252,2026-08-27T18:29:00.878914Z,14:29:00,policy_decision,es-2026-08-27-short-upper-supply-vwap-7754-7756,SuppressAdd,path_stress,mature_path_adds_suppressed,pathstress-7728-7731,BuildTrial,2,7726.625,PriceTouch,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
