symbol,first_line,last_line,first_utc,last_utc,first_et,last_et,count,campaign_id,phase_before,phase_after,action,policy,reason_code,waypoint_id,evidence_source,evidence_kind,evidence_side,first_price,min_price,max_price,first_pos_before,last_pos_after,first_evidence_id,last_evidence_id
NQ,11522,11591,2026-08-27T14:08:00.286681Z,2026-08-27T14:09:17.034924Z,10:08:00,10:09:17,16,nq-2026-08-27-long-orr-29480-29520,ProbeOpen,ProbeOpen,SuppressAdd,no_add_zone,inside_no_add_zone,no-add-29480-29540,Price,PriceTouch,None,29541.125,29509.375,29541.125,2,2,quote-639234364801144075,quote-639234365567896559
NQ,11598,11598,2026-08-27T14:09:22.044409Z,2026-08-27T14:09:22.044409Z,10:09:22,10:09:22,1,nq-2026-08-27-long-orr-29480-29520,ProbeOpen,ProbeOpen,SuppressAdd,no_add_zone,inside_no_add_zone,no-add-29480-29540,LevelLedger,RailTested,Supply,29528.0,29528.0,29528.0,2,2,live-ll-37-RailTested-639234365620391648,live-ll-37-RailTested-639234365620391648
NQ,11603,11618,2026-08-27T14:09:27.280610Z,2026-08-27T14:09:42.540764Z,10:09:27,10:09:42,4,nq-2026-08-27-long-orr-29480-29520,ProbeOpen,ProbeOpen,SuppressAdd,no_add_zone,inside_no_add_zone,no-add-29480-29540,Price,PriceTouch,None,29523.125,29523.0,29529.375,2,2,quote-639234365671025656,quote-639234365823051954
NQ,11625,11625,2026-08-27T14:09:47.549150Z,2026-08-27T14:09:47.549150Z,10:09:47,10:09:47,1,nq-2026-08-27-long-orr-29480-29520,ProbeOpen,ProbeOpen,SuppressAdd,no_add_zone,inside_no_add_zone,no-add-29480-29540,LevelLedger,RailFailed,Supply,29535.5,29535.5,29535.5,2,2,live-ll-39-RailFailed-639234365875364924,live-ll-39-RailFailed-639234365875364924
NQ,11631,11653,2026-08-27T14:09:52.789874Z,2026-08-27T14:10:18.542915Z,10:09:52,10:10:18,5,nq-2026-08-27-long-orr-29480-29520,ProbeOpen,ProbeOpen,SuppressAdd,no_add_zone,inside_no_add_zone,no-add-29480-29540,Price,PriceTouch,None,29533.125,29523.5,29541.125,2,2,quote-639234365925642270,quote-639234366184800435
NQ,11732,11732,2026-08-27T14:12:51.287868Z,2026-08-27T14:12:51.287868Z,10:12:51,10:12:51,1,nq-2026-08-27-long-orr-29480-29520,ProbeOpen,BuildTrial,HoldRoot,build_trial,build_trial_alive,build-29540-29660,LevelLedger,RailOwned,Demand,29569.0,29569.0,29569.0,2,2,live-ll-40-RailOwned-639234367712833367,live-ll-40-RailOwned-639234367712833367
NQ,11735,11735,2026-08-27T14:12:51.289128Z,2026-08-27T14:12:51.289128Z,10:12:51,10:12:51,1,nq-2026-08-27-long-orr-29480-29520,BuildTrial,BuildTrial,HoldRoot,build_trial,build_trial_alive,build-29540-29660,LevelLedger,RailOwned,Demand,29569.0,29569.0,29569.0,2,2,live-ll-41-RailOwned-639234367712833367,live-ll-41-RailOwned-639234367712833367
NQ,11742,11763,2026-08-27T14:12:56.795709Z,2026-08-27T14:13:25.790418Z,10:12:56,10:13:25,4,nq-2026-08-27-long-orr-29480-29520,BuildTrial,BuildTrial,HoldRoot,build_trial,build_trial_alive,build-29540-29660,LevelLedger,RailHeld,Demand,29568.5,29568.5,29569.25,2,2,live-ll-40-RailHeld-639234367767922246,live-ll-40-RailHeld-639234368057876871
NQ,11776,11776,2026-08-27T14:13:49.305374Z,2026-08-27T14:13:49.305374Z,10:13:49,10:13:49,1,nq-2026-08-27-long-orr-29480-29520,BuildTrial,BuildTrial,HoldRoot,build_trial,build_trial_alive,build-29540-29660,LevelLedger,RailOwned,Demand,29581.5,29581.5,29581.5,2,2,live-ll-42-RailOwned-639234368293012969,live-ll-42-RailOwned-639234368293012969
NQ,11783,11783,2026-08-27T14:13:58.803288Z,2026-08-27T14:13:58.803288Z,10:13:58,10:13:58,1,nq-2026-08-27-long-orr-29480-29520,BuildTrial,BuildTrial,HoldRoot,build_trial,build_trial_alive,build-29540-29660,LevelLedger,RailHeld,Demand,29583.75,29583.75,29583.75,2,2,live-ll-42-RailHeld-639234368388005111,live-ll-42-RailHeld-639234368388005111
NQ,11802,11802,2026-08-27T14:14:41.305289Z,2026-08-27T14:14:41.305289Z,10:14:41,10:14:41,1,nq-2026-08-27-long-orr-29480-29520,BuildTrial,Ready,Flatten,build_trial,risk_anchor_failed,,LevelLedger,RailFailed,Demand,29569.0,29569.0,29569.0,2,0,live-ll-42-RailFailed-639234368813018800,live-ll-42-RailFailed-639234368813018800
NQ,12142,12142,2026-08-27T14:57:18.901127Z,2026-08-27T14:57:18.901127Z,10:57:18,10:57:18,1,nq-2026-08-27-long-postib-uppernode-29572-29612,Ready,ProbeOpen,AllowProbe,trap_probe,counter_claim_failed_at_trap_probe,probe-29572-29594,LevelLedger,RailFailed,Supply,29584.75,29584.75,29584.75,0,2,live-ll-69-RailFailed-639234394388822903,live-ll-69-RailFailed-639234394388822903
NQ,12148,12306,2026-08-27T14:57:19.023896Z,2026-08-27T14:59:58.143023Z,10:57:19,10:59:58,32,nq-2026-08-27-long-postib-uppernode-29572-29612,ProbeOpen,ProbeOpen,SuppressAdd,no_add_zone,inside_no_add_zone,no-add-29572-29616,Price,PriceTouch,None,29582.625,29577.25,29601.25,2,2,quote-639234394386296145,quote-639234395979018204
NQ,12312,12312,2026-08-27T15:00:03.148668Z,2026-08-27T15:00:03.148668Z,11:00:03,11:00:03,1,nq-2026-08-27-long-postib-uppernode-29572-29612,ProbeOpen,ProbeOpen,SuppressAdd,no_add_zone,inside_no_add_zone,no-add-29572-29616,LevelLedger,RailOwned,Demand,29597.5,29597.5,29597.5,2,2,live-ll-74-RailOwned-639234396031423332,live-ll-74-RailOwned-639234396031423332
NQ,12318,12360,2026-08-27T15:00:08.382293Z,2026-08-27T15:00:53.894670Z,11:00:08,11:00:53,10,nq-2026-08-27-long-postib-uppernode-29572-29612,ProbeOpen,ProbeOpen,SuppressAdd,no_add_zone,inside_no_add_zone,no-add-29572-29616,Price,PriceTouch,None,29597.875,29594.125,29604.25,2,2,quote-639234396081684534,quote-639234396537277580
NQ,12366,12366,2026-08-27T15:00:55.394884Z,2026-08-27T15:00:55.394884Z,11:00:55,11:00:55,1,nq-2026-08-27-long-postib-uppernode-29572-29612,ProbeOpen,ProbeOpen,SuppressAdd,evaluate_zone,inside_evaluate_zone,evaluate-29608-29616,Price,PriceTouch,None,29606.875,29606.875,29606.875,2,2,quote-639234396553232479,quote-639234396553232479
NQ,12369,12369,2026-08-27T15:00:59.142335Z,2026-08-27T15:00:59.142335Z,11:00:59,11:00:59,1,nq-2026-08-27-long-postib-uppernode-29572-29612,ProbeOpen,ProbeOpen,SuppressAdd,no_add_zone,inside_no_add_zone,no-add-29572-29616,Price,PriceTouch,None,29605.125,29605.125,29605.125,2,2,quote-639234396589690446,quote-639234396589690446
NQ,12373,12373,2026-08-27T15:01:03.885050Z,2026-08-27T15:01:03.885050Z,11:01:03,11:01:03,1,nq-2026-08-27-long-postib-uppernode-29572-29612,ProbeOpen,ProbeOpen,SuppressAdd,evaluate_zone,inside_evaluate_zone,evaluate-29608-29616,Price,PriceTouch,None,29606.875,29606.875,29606.875,2,2,quote-639234396637813945,quote-639234396637813945
NQ,12375,12375,2026-08-27T15:01:04.390848Z,2026-08-27T15:01:04.390848Z,11:01:04,11:01:04,1,nq-2026-08-27-long-postib-uppernode-29572-29612,ProbeOpen,ProbeOpen,SuppressAdd,no_add_zone,inside_no_add_zone,no-add-29572-29616,Price,PriceTouch,None,29606.375,29606.375,29606.375,2,2,quote-639234396642129543,quote-639234396642129543
NQ,12378,12378,2026-08-27T15:01:09.140406Z,2026-08-27T15:01:09.140406Z,11:01:09,11:01:09,1,nq-2026-08-27-long-postib-uppernode-29572-29612,ProbeOpen,ProbeOpen,SuppressAdd,evaluate_zone,inside_evaluate_zone,evaluate-29608-29616,Price,PriceTouch,None,29606.875,29606.875,29606.875,2,2,quote-639234396689322660,quote-639234396689322660
NQ,12380,12380,2026-08-27T15:01:09.643964Z,2026-08-27T15:01:09.643964Z,11:01:09,11:01:09,1,nq-2026-08-27-long-postib-uppernode-29572-29612,ProbeOpen,ProbeOpen,SuppressAdd,no_add_zone,inside_no_add_zone,no-add-29572-29616,Price,PriceTouch,None,29606.25,29606.25,29606.25,2,2,quote-639234396694691649,quote-639234396694691649
NQ,12384,12384,2026-08-27T15:01:14.638820Z,2026-08-27T15:01:14.638820Z,11:01:14,11:01:14,1,nq-2026-08-27-long-postib-uppernode-29572-29612,ProbeOpen,ProbeOpen,SuppressAdd,evaluate_zone,inside_evaluate_zone,evaluate-29608-29616,Price,PriceTouch,None,29606.875,29606.875,29606.875,2,2,quote-639234396744774193,quote-639234396744774193
NQ,12387,12387,2026-08-27T15:01:14.898587Z,2026-08-27T15:01:14.898587Z,11:01:14,11:01:14,1,nq-2026-08-27-long-postib-uppernode-29572-29612,ProbeOpen,ProbeOpen,SuppressAdd,no_add_zone,inside_no_add_zone,no-add-29572-29616,LevelLedger,RailFailed,Supply,29606.5,29606.5,29606.5,2,2,live-ll-66-RailFailed-639234396748955943,live-ll-66-RailFailed-639234396748955943
NQ,12393,12393,2026-08-27T15:01:19.900782Z,2026-08-27T15:01:19.900782Z,11:01:19,11:01:19,1,nq-2026-08-27-long-postib-uppernode-29572-29612,ProbeOpen,ProbeOpen,SuppressAdd,no_add_zone,inside_no_add_zone,no-add-29572-29616,Price,PriceTouch,None,29605.125,29605.125,29605.125,2,2,quote-639234396796651765,quote-639234396796651765
NQ,12396,12396,2026-08-27T15:01:22.397259Z,2026-08-27T15:01:22.397259Z,11:01:22,11:01:22,1,nq-2026-08-27-long-postib-uppernode-29572-29612,ProbeOpen,ProbeOpen,SuppressAdd,evaluate_zone,inside_evaluate_zone,evaluate-29608-29616,Price,PriceTouch,None,29606.875,29606.875,29606.875,2,2,quote-639234396822320755,quote-639234396822320755
NQ,12401,12404,2026-08-27T15:01:25.144155Z,2026-08-27T15:01:30.140072Z,11:01:25,11:01:30,2,nq-2026-08-27-long-postib-uppernode-29572-29612,ProbeOpen,ProbeOpen,SuppressAdd,no_add_zone,inside_no_add_zone,no-add-29572-29616,Price,PriceTouch,None,29605.5,29605.5,29605.875,2,2,quote-639234396849027231,quote-639234396899143482
NQ,12408,12408,2026-08-27T15:01:34.897867Z,2026-08-27T15:01:34.897867Z,11:01:34,11:01:34,1,nq-2026-08-27-long-postib-uppernode-29572-29612,ProbeOpen,ProbeOpen,SuppressAdd,evaluate_zone,inside_evaluate_zone,evaluate-29608-29616,Price,PriceTouch,None,29606.875,29606.875,29606.875,2,2,quote-639234396946511363,quote-639234396946511363
NQ,12411,12411,2026-08-27T15:01:36.150766Z,2026-08-27T15:01:36.150766Z,11:01:36,11:01:36,1,nq-2026-08-27-long-postib-uppernode-29572-29612,ProbeOpen,ProbeOpen,SuppressAdd,no_add_zone,inside_no_add_zone,no-add-29572-29616,Price,PriceTouch,None,29606.75,29606.75,29606.75,2,2,quote-639234396959775064,quote-639234396959775064
NQ,12417,12417,2026-08-27T15:01:40.137813Z,2026-08-27T15:01:40.137813Z,11:01:40,11:01:40,1,nq-2026-08-27-long-postib-uppernode-29572-29612,ProbeOpen,ProbeOpen,SuppressAdd,evaluate_zone,inside_evaluate_zone,evaluate-29608-29616,Price,PriceTouch,None,29608.625,29608.625,29608.625,2,2,quote-639234396999143520,quote-639234396999143520
NQ,12420,12424,2026-08-27T15:01:42.423003Z,2026-08-27T15:01:47.390787Z,11:01:42,11:01:47,2,nq-2026-08-27-long-postib-uppernode-29572-29612,ProbeOpen,ProbeOpen,SuppressAdd,no_add_zone,inside_no_add_zone,no-add-29572-29616,Price,PriceTouch,None,29606.75,29606.5,29606.75,2,2,quote-639234397022497742,quote-639234397072063039
NQ,12426,12426,2026-08-27T15:01:47.402016Z,2026-08-27T15:01:47.402016Z,11:01:47,11:01:47,1,nq-2026-08-27-long-postib-uppernode-29572-29612,ProbeOpen,ProbeOpen,SuppressAdd,evaluate_zone,inside_evaluate_zone,evaluate-29608-29616,Price,PriceTouch,None,29606.875,29606.875,29606.875,2,2,quote-639234397072889392,quote-639234397072889392
NQ,12432,12432,2026-08-27T15:01:52.647023Z,2026-08-27T15:01:52.647023Z,11:01:52,11:01:52,1,nq-2026-08-27-long-postib-uppernode-29572-29612,ProbeOpen,ProbeOpen,SuppressAdd,evaluate_zone,inside_evaluate_zone,evaluate-29608-29616,LevelLedger,RailTested,Supply,29612.75,29612.75,29612.75,2,2,live-ll-51-RailTested-639234397126376597,live-ll-51-RailTested-639234397126376597
NQ,12437,12437,2026-08-27T15:01:57.892428Z,2026-08-27T15:01:57.892428Z,11:01:57,11:01:57,1,nq-2026-08-27-long-postib-uppernode-29572-29612,ProbeOpen,ProbeOpen,SuppressAdd,evaluate_zone,inside_evaluate_zone,evaluate-29608-29616,Price,PriceTouch,None,29611.875,29611.875,29611.875,2,2,quote-639234397177029405,quote-639234397177029405
NQ,12441,12441,2026-08-27T15:02:03.147596Z,2026-08-27T15:02:03.147596Z,11:02:03,11:02:03,1,nq-2026-08-27-long-postib-uppernode-29572-29612,ProbeOpen,ProbeOpen,SuppressAdd,evaluate_zone,inside_evaluate_zone,evaluate-29608-29616,LevelLedger,RailTested,Supply,29614.0,29614.0,29614.0,2,2,live-ll-51-RailTested-639234397231386121,live-ll-51-RailTested-639234397231386121
NQ,12445,12488,2026-08-27T15:02:08.416289Z,2026-08-27T15:02:54.397110Z,11:02:08,11:02:54,10,nq-2026-08-27-long-postib-uppernode-29572-29612,ProbeOpen,ProbeOpen,SuppressAdd,evaluate_zone,inside_evaluate_zone,evaluate-29608-29616,Price,PriceTouch,None,29612.875,29609.5,29614.375,2,2,quote-639234397281843387,quote-639234397741658055
NQ,12491,12491,2026-08-27T15:02:58.162373Z,2026-08-27T15:02:58.162373Z,11:02:58,11:02:58,1,nq-2026-08-27-long-postib-uppernode-29572-29612,ProbeOpen,ProbeOpen,SuppressAdd,no_add_zone,inside_no_add_zone,no-add-29572-29616,Price,PriceTouch,None,29606.625,29606.625,29606.625,2,2,quote-639234397780379878,quote-639234397780379878
NQ,12493,12501,2026-08-27T15:02:59.398696Z,2026-08-27T15:03:09.652295Z,11:02:59,11:03:09,3,nq-2026-08-27-long-postib-uppernode-29572-29612,ProbeOpen,ProbeOpen,SuppressAdd,evaluate_zone,inside_evaluate_zone,evaluate-29608-29616,Price,PriceTouch,None,29607.625,29607.625,29613.25,2,2,quote-639234397791872564,quote-639234397895246465
NQ,12506,12506,2026-08-27T15:03:14.896851Z,2026-08-27T15:03:14.896851Z,11:03:14,11:03:14,1,nq-2026-08-27-long-postib-uppernode-29572-29612,ProbeOpen,ProbeOpen,SuppressAdd,evaluate_zone,inside_evaluate_zone,evaluate-29608-29616,LevelLedger,RailHeld,Supply,29610.75,29610.75,29610.75,2,2,live-ll-51-RailHeld-639234397948934032,live-ll-51-RailHeld-639234397948934032
NQ,12510,12510,2026-08-27T15:03:19.647354Z,2026-08-27T15:03:19.647354Z,11:03:19,11:03:19,1,nq-2026-08-27-long-postib-uppernode-29572-29612,ProbeOpen,ProbeOpen,SuppressAdd,no_add_zone,inside_no_add_zone,no-add-29572-29616,Price,PriceTouch,None,29606.75,29606.75,29606.75,2,2,quote-639234397995035111,quote-639234397995035111
NQ,12512,12512,2026-08-27T15:03:19.903080Z,2026-08-27T15:03:19.903080Z,11:03:19,11:03:19,1,nq-2026-08-27-long-postib-uppernode-29572-29612,ProbeOpen,ProbeOpen,SuppressAdd,evaluate_zone,inside_evaluate_zone,evaluate-29608-29616,Price,PriceTouch,None,29606.875,29606.875,29606.875,2,2,quote-639234397996876371,quote-639234397996876371
NQ,12517,12517,2026-08-27T15:03:24.900995Z,2026-08-27T15:03:24.900995Z,11:03:24,11:03:24,1,nq-2026-08-27-long-postib-uppernode-29572-29612,ProbeOpen,ProbeOpen,SuppressAdd,no_add_zone,inside_no_add_zone,no-add-29572-29616,Price,PriceTouch,None,29604.125,29604.125,29604.125,2,2,quote-639234398047258603,quote-639234398047258603
NQ,12521,12521,2026-08-27T15:03:28.681812Z,2026-08-27T15:03:28.681812Z,11:03:28,11:03:28,1,nq-2026-08-27-long-postib-uppernode-29572-29612,ProbeOpen,ProbeOpen,SuppressAdd,evaluate_zone,inside_evaluate_zone,evaluate-29608-29616,Price,PriceTouch,None,29606.875,29606.875,29606.875,2,2,quote-639234398086324290,quote-639234398086324290
NQ,12523,12523,2026-08-27T15:03:29.919262Z,2026-08-27T15:03:29.919262Z,11:03:29,11:03:29,1,nq-2026-08-27-long-postib-uppernode-29572-29612,ProbeOpen,ProbeOpen,SuppressAdd,no_add_zone,inside_no_add_zone,no-add-29572-29616,Price,PriceTouch,None,29606.75,29606.75,29606.75,2,2,quote-639234398097143897,quote-639234398097143897
NQ,12528,12528,2026-08-27T15:03:34.143319Z,2026-08-27T15:03:34.143319Z,11:03:34,11:03:34,1,nq-2026-08-27-long-postib-uppernode-29572-29612,ProbeOpen,ProbeOpen,SuppressAdd,evaluate_zone,inside_evaluate_zone,evaluate-29608-29616,Price,PriceTouch,None,29606.875,29606.875,29606.875,2,2,quote-639234398139475822,quote-639234398139475822
NQ,12530,12534,2026-08-27T15:03:35.138691Z,2026-08-27T15:03:40.141959Z,11:03:35,11:03:40,2,nq-2026-08-27-long-postib-uppernode-29572-29612,ProbeOpen,ProbeOpen,SuppressAdd,no_add_zone,inside_no_add_zone,no-add-29572-29616,Price,PriceTouch,None,29604.875,29599.75,29604.875,2,2,quote-639234398148896078,quote-639234398199313060
NQ,12537,12537,2026-08-27T15:03:42.146469Z,2026-08-27T15:03:42.146469Z,11:03:42,11:03:42,1,nq-2026-08-27-long-postib-uppernode-29572-29612,ProbeOpen,Ready,Reduce,evaluate_zone,evaluate_opposite_ownership,evaluate-29608-29616,LevelLedger,RailOwned,Supply,29595.25,29595.25,29595.25,2,0,live-ll-77-RailOwned-639234398221397474,live-ll-77-RailOwned-639234398221397474
NQ,12831,12831,2026-08-27T15:25:59.437662Z,2026-08-27T15:25:59.437662Z,11:25:59,11:25:59,1,nq-2026-08-27-long-postib-uppernode-29572-29612,Ready,ProbeOpen,AllowProbe,trap_probe,same_side_lean_at_trap_probe,probe-29572-29594,LevelLedger,RailHeld,Demand,29591.0,29591.0,29591.0,0,2,live-ll-72-RailHeld-639234411594344739,live-ll-72-RailHeld-639234411594344739
NQ,12835,12864,2026-08-27T15:25:59.872778Z,2026-08-27T15:26:09.689776Z,11:25:59,11:26:09,3,nq-2026-08-27-long-postib-uppernode-29572-29612,ProbeOpen,ProbeOpen,SuppressAdd,no_add_zone,inside_no_add_zone,no-add-29572-29616,Price,PriceTouch,None,29590.5,29590.5,29591.75,2,2,quote-639234411591948840,quote-639234411695131108
NQ,12869,12869,2026-08-27T15:26:14.949195Z,2026-08-27T15:26:14.949195Z,11:26:14,11:26:14,1,nq-2026-08-27-long-postib-uppernode-29572-29612,ProbeOpen,ProbeOpen,SuppressAdd,no_add_zone,inside_no_add_zone,no-add-29572-29616,LevelLedger,RailTested,Demand,29586.75,29586.75,29586.75,2,2,live-ll-72-RailTested-639234411749463513,live-ll-72-RailTested-639234411749463513
NQ,12874,12878,2026-08-27T15:26:19.951967Z,2026-08-27T15:26:25.186392Z,11:26:19,11:26:25,2,nq-2026-08-27-long-postib-uppernode-29572-29612,ProbeOpen,ProbeOpen,SuppressAdd,no_add_zone,inside_no_add_zone,no-add-29572-29616,Price,PriceTouch,None,29583.75,29583.75,29585.25,2,2,quote-639234411797907185,quote-639234411849469113
NQ,12884,12884,2026-08-27T15:26:30.200233Z,2026-08-27T15:26:30.200233Z,11:26:30,11:26:30,1,nq-2026-08-27-long-postib-uppernode-29572-29612,ProbeOpen,ProbeOpen,SuppressAdd,no_add_zone,inside_no_add_zone,no-add-29572-29616,LevelLedger,RailHeld,Demand,29589.75,29589.75,29589.75,2,2,live-ll-72-RailHeld-639234411901973791,live-ll-72-RailHeld-639234411901973791
NQ,12888,13047,2026-08-27T15:26:35.448543Z,2026-08-27T15:29:31.197516Z,11:26:35,11:29:31,35,nq-2026-08-27-long-postib-uppernode-29572-29612,ProbeOpen,ProbeOpen,SuppressAdd,no_add_zone,inside_no_add_zone,no-add-29572-29616,Price,PriceTouch,None,29590.5,29579.125,29595.25,2,2,quote-639234411952066548,quote-639234413709845968
NQ,13051,13051,2026-08-27T15:29:34.203942Z,2026-08-27T15:29:34.203942Z,11:29:34,11:29:34,1,nq-2026-08-27-long-postib-uppernode-29572-29612,ProbeOpen,Ready,Flatten,build_trial,risk_anchor_failed,,LevelLedger,RailFailed,Demand,29577.5,29577.5,29577.5,2,0,live-ll-72-RailFailed-639234413741969694,live-ll-72-RailFailed-639234413741969694
